gender,age,race/ethnicity,parental level of education,ParentMaritalStatus,PracticeSport,lunch,school mark,school_type,test preparation course,Stress,daily studing time,prefer to study in,Financial Status,social_support,extracurricular_activities,teacher_student_relationship,anxiety_level,self_esteem,depression,noise_level,safety,basic_needs,week_absences,internet,daily_freetime,Sleep_Hours,Adaptivity Level,Additional work,Transportation to the school,Taking notes in classes,Listening in classes,teaching_method,school_setting,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Structuring of the course,score,decision
female,22,group D,'associate''s degree',married,sometimes,free/reduced,3,Non-Public,completed,No,4,Night,Good,Moderate,No,Moderate,High,High,No,High,Yes,Moderate,0,Yes,Moderate,5,High,Yes,Yes,never,Law,Standard,Suburban,High,Law,Law,Moderate,74,PASS
male,19,group D,some high school,married,sometimes,free/reduced,4,Public,completed,Moderate,2,Morning,Good,Moderate,Yes,No,High,High,No,Moderate,Yes,High,1,Yes,Moderate,5,High,Yes,Yes,never,Law,Experimental,Urban,Moderate,High,Moderate,High,45,FAIL
female,20,group C,some high school,divorced,sometimes,free/reduced,2,Non-Public,completed,No,3,Night,Fabulous,Moderate,Yes,High,No,High,Moderate,No,Yes,Moderate,0,No,No,4,Low,No,Yes,regulary,Law,Standard,Rural,High,Law,Law,High,67,PASS
male,22,group C,'associate''s degree',single,sometimes,free/reduced,4,Non-Public,none,Moderate,3,Morning,Fabulous,Moderate,No,Moderate,High,No,High,High,No,High,1,Yes,High,4,Low,No,Yes,sometimes,Law,Standard,Urban,Law,High,High,High,55,FAIL
male,22,group C,some college,married,sometimes,free/reduced,2,Non-Public,none,No,5,Anytime,Fabulous,High,Yes,High,High,High,Moderate,High,Yes,Moderate,2,Yes,No,5,Low,Yes,Yes,sometimes,Law,Experimental,Suburban,Law,Moderate,High,Moderate,58,FAIL
female,21,group B,some high school,single,regularly,standard,1,Public,none,No,2,Anytime,Bad,Moderate,No,Moderate,No,High,Moderate,Moderate,No,Moderate,0,No,High,6,High,Yes,No,never,Law,Standard,Rural,Law,High,Law,Moderate,86,PASS
male,23,group C,'master''s degree',single,regularly,standard,1,Public,none,No,5,Anytime,Fabulous,No,No,No,Moderate,Moderate,High,Moderate,Yes,Moderate,1,Yes,High,7,High,No,No,never,Law,Standard,Urban,Law,Moderate,Moderate,Moderate,60,PASS
male,20,group D,'bachelor''s degree',divorced,regularly,standard,3,Non-Public,none,Moderate,3,Morning,Bad,Moderate,No,High,No,Moderate,Moderate,Moderate,No,Moderate,2,No,High,5,Low,Yes,Yes,sometimes,Law,Experimental,Urban,Law,Law,Law,Moderate,74,PASS
male,23,group B,'master''s degree',divorced,regularly,free/reduced,1,Non-Public,none,No,2,Anytime,Fabulous,High,No,No,Moderate,Moderate,Moderate,High,Yes,High,2,Yes,No,4,High,No,Yes,sometimes,High,Standard,Suburban,High,High,High,Moderate,71,PASS
female,19,group C,some high school,single,never,free/reduced,4,Public,none,No,5,Morning,Good,High,No,High,Moderate,Moderate,Moderate,No,Yes,High,2,No,Moderate,6,High,Yes,No,sometimes,High,Standard,Rural,High,Law,Moderate,High,42,FAIL
female,18,group C,high school,married,sometimes,standard,2,Public,none,No,2,Morning,Fabulous,Moderate,No,No,Moderate,Moderate,No,Moderate,No,High,1,Yes,No,5,High,No,Yes,sometimes,High,Standard,Rural,Moderate,Law,Moderate,Law,62,PASS
male,24,group E,'bachelor''s degree',married,sometimes,free/reduced,1,Public,none,No,2,Morning,Bad,Moderate,No,Moderate,No,Moderate,High,Moderate,No,High,0,No,High,6,High,No,No,never,Law,Standard,Urban,High,Moderate,High,High,79,PASS
male,23,group E,high school,single,sometimes,free/reduced,4,Public,none,Moderate,3,Anytime,Bad,No,No,No,No,High,No,Moderate,Yes,Moderate,2,No,High,5,Low,Yes,No,never,Law,Standard,Suburban,Moderate,Moderate,Law,High,81,PASS
female,23,group D,'associate''s degree',married,regularly,standard,5,Public,none,No,4,Morning,Good,Moderate,No,High,Moderate,No,Moderate,High,Yes,High,2,No,High,6,Moderate,No,Yes,regulary,Law,Standard,Urban,High,Law,Moderate,Law,88,PASS
female,20,group E,high school,divorced,never,free/reduced,2,Public,completed,No,2,Night,Good,Moderate,Yes,Moderate,High,No,No,Moderate,No,Moderate,2,No,High,4,Low,Yes,Yes,never,Law,Experimental,Urban,High,High,Moderate,High,69,PASS
female,23,group A,some high school,single,regularly,free/reduced,5,Non-Public,none,No,5,Anytime,Good,High,No,Moderate,No,Moderate,Moderate,High,Yes,Moderate,0,Yes,No,7,Moderate,No,Yes,sometimes,High,Standard,Suburban,Law,Law,Law,Moderate,66,PASS
female,24,group C,'master''s degree',married,sometimes,standard,3,Public,none,Moderate,2,Night,Awful,Moderate,Yes,No,Moderate,Moderate,High,No,Yes,High,1,No,No,5,Low,Yes,No,regulary,Law,Experimental,Suburban,Moderate,Law,High,Law,79,PASS
female,20,group C,high school,married,sometimes,free/reduced,1,Non-Public,none,Moderate,3,Anytime,Bad,Moderate,No,No,Moderate,High,High,Moderate,Yes,Moderate,0,No,High,4,Moderate,No,Yes,never,High,Standard,Suburban,High,High,High,Moderate,43,FAIL
female,24,group D,some high school,divorced,sometimes,standard,3,Non-Public,completed,Moderate,2,Anytime,Fabulous,No,No,No,High,Moderate,Moderate,High,Yes,High,0,No,Moderate,6,Moderate,Yes,Yes,never,Law,Experimental,Urban,High,High,Moderate,Law,69,PASS
male,21,group D,'associate''s degree',single,sometimes,standard,3,Non-Public,none,No,4,Anytime,Bad,No,Yes,High,High,High,High,High,No,No,2,No,High,7,Moderate,No,No,regulary,Law,Experimental,Suburban,Law,Moderate,Moderate,Law,71,PASS
male,18,group A,some college,divorced,sometimes,standard,2,Public,none,Moderate,5,Night,Good,High,No,No,No,Moderate,High,Moderate,No,Moderate,0,No,No,4,Moderate,No,No,never,Law,Experimental,Urban,Law,High,High,Moderate,59,FAIL
female,20,group D,'associate''s degree',married,regularly,standard,3,Non-Public,none,No,5,Anytime,Bad,High,No,Moderate,Moderate,No,No,High,Yes,High,1,Yes,Moderate,7,High,No,Yes,never,Law,Experimental,Suburban,High,Moderate,Moderate,Moderate,68,PASS
female,22,group D,'associate''s degree',divorced,sometimes,standard,1,Non-Public,completed,No,2,Anytime,Bad,No,No,Moderate,Moderate,No,Moderate,High,Yes,No,0,Yes,No,7,Moderate,No,No,sometimes,Law,Experimental,Suburban,High,Moderate,High,Law,87,PASS
female,24,group D,'associate''s degree',divorced,sometimes,standard,3,Public,completed,High,3,Anytime,Good,Moderate,No,High,Moderate,No,No,Moderate,Yes,No,2,No,Moderate,5,Moderate,Yes,No,never,High,Standard,Suburban,High,Law,Law,High,81,PASS
female,22,group D,some high school,married,regularly,standard,5,Public,none,No,2,Morning,Good,Moderate,Yes,Moderate,No,Moderate,No,High,Yes,High,2,No,Moderate,5,Moderate,Yes,No,never,High,Experimental,Suburban,Law,Law,Law,High,60,PASS
male,21,group B,some high school,married,never,free/reduced,5,Public,none,No,2,Morning,Fabulous,No,No,No,Moderate,No,No,Moderate,No,High,1,No,No,4,Moderate,No,Yes,sometimes,High,Standard,Suburban,Moderate,Law,Law,Moderate,37,FAIL
male,23,group D,'associate''s degree',married,sometimes,standard,1,Non-Public,completed,Moderate,5,Night,Good,High,Yes,Moderate,No,No,High,Moderate,Yes,High,1,Yes,High,6,Low,No,No,regulary,Law,Standard,Rural,Moderate,High,High,Moderate,68,PASS
female,19,group B,some high school,married,regularly,free/reduced,2,Non-Public,none,High,4,Night,Good,No,Yes,Moderate,Moderate,High,Moderate,High,Yes,High,1,No,High,7,High,No,Yes,sometimes,High,Experimental,Rural,High,High,Moderate,High,74,PASS
female,19,group E,'associate''s degree',single,never,standard,3,Non-Public,completed,No,2,Anytime,Good,Moderate,No,Moderate,No,Moderate,High,High,No,Moderate,0,No,No,5,Low,No,No,never,Law,Standard,Rural,High,High,Moderate,Law,90,PASS
male,22,group D,'bachelor''s degree',married,never,standard,3,Public,completed,No,3,Anytime,Fabulous,Moderate,Yes,Moderate,No,High,Moderate,Moderate,No,High,0,Yes,Moderate,5,Moderate,Yes,No,sometimes,High,Standard,Rural,Moderate,Moderate,Law,Moderate,98,PASS
male,21,group C,some college,divorced,sometimes,standard,2,Non-Public,completed,No,4,Morning,Good,No,No,Moderate,No,High,High,Moderate,Yes,High,0,No,No,4,Moderate,Yes,No,never,Law,Experimental,Rural,Moderate,High,Law,High,63,PASS
male,21,group B,'associate''s degree',married,never,free/reduced,4,Public,none,Moderate,2,Morning,Awful,No,No,Moderate,No,High,High,No,No,Moderate,2,Yes,Moderate,7,Moderate,No,No,regulary,High,Standard,Suburban,Moderate,High,High,Moderate,57,FAIL
male,23,group C,some college,single,regularly,standard,1,Non-Public,none,No,4,Morning,Fabulous,Moderate,Yes,No,Moderate,No,Moderate,High,No,High,2,No,No,5,Moderate,No,No,sometimes,High,Experimental,Urban,Moderate,High,High,Law,65,PASS
male,21,group C,some high school,married,sometimes,standard,5,Public,completed,No,5,Morning,Bad,No,No,High,No,Moderate,Moderate,High,Yes,Moderate,1,No,Moderate,5,Low,No,No,never,High,Experimental,Suburban,Moderate,Law,Law,Moderate,87,PASS
female,22,group B,high school,married,regularly,standard,3,Non-Public,none,No,3,Anytime,Fabulous,Moderate,Yes,High,Moderate,High,Moderate,No,No,High,2,No,High,7,High,Yes,Yes,regulary,Law,Experimental,Suburban,Moderate,High,High,Moderate,49,FAIL
female,20,group C,some high school,single,sometimes,standard,4,Public,none,Moderate,3,Anytime,Bad,Moderate,No,High,No,No,No,Moderate,No,No,2,Yes,No,4,Moderate,Yes,Yes,never,High,Experimental,Suburban,Law,Law,High,Law,81,PASS
female,20,group A,'associate''s degree',divorced,sometimes,standard,4,Public,none,No,5,Morning,Bad,No,Yes,No,Moderate,No,No,High,Yes,No,1,No,Moderate,5,Moderate,No,No,never,High,Standard,Urban,High,High,Law,Moderate,61,PASS
female,24,group C,high school,divorced,sometimes,standard,2,Non-Public,none,No,5,Anytime,Bad,Moderate,Yes,No,High,No,Moderate,Moderate,Yes,Moderate,1,No,Moderate,7,Low,No,No,sometimes,Law,Standard,Urban,Moderate,Law,High,Moderate,25,FAIL
male,19,group D,high school,married,sometimes,free/reduced,5,Public,none,No,4,Morning,Good,No,Yes,Moderate,Moderate,No,No,High,Yes,No,1,Yes,Moderate,4,Moderate,Yes,No,never,High,Experimental,Rural,High,Moderate,High,Law,51,FAIL
male,20,group D,high school,single,regularly,standard,1,Non-Public,none,Moderate,3,Night,Bad,High,Yes,No,No,No,No,High,No,High,2,No,Moderate,4,Moderate,Yes,Yes,sometimes,High,Experimental,Rural,Moderate,Moderate,High,Moderate,78,PASS
male,22,group B,'associate''s degree',married,regularly,free/reduced,4,Non-Public,none,High,3,Anytime,Fabulous,No,No,High,High,Moderate,High,High,No,No,0,No,Moderate,4,High,Yes,No,sometimes,High,Experimental,Urban,High,Moderate,Moderate,Law,72,PASS
male,23,group C,'bachelor''s degree',divorced,regularly,standard,1,Non-Public,none,Moderate,2,Anytime,Good,Moderate,Yes,Moderate,Moderate,No,Moderate,Moderate,No,High,2,No,High,6,High,No,Yes,sometimes,High,Experimental,Urban,Moderate,Moderate,High,Moderate,71,PASS
male,19,group D,some high school,married,sometimes,free/reduced,1,Non-Public,completed,No,4,Anytime,Fabulous,Moderate,Yes,High,High,No,High,Moderate,Yes,High,0,No,No,6,Moderate,Yes,No,sometimes,High,Experimental,Urban,High,High,High,Law,71,PASS
female,23,group C,some college,married,never,standard,5,Non-Public,none,No,3,Anytime,Fabulous,High,No,Moderate,Moderate,No,No,High,No,High,1,No,High,7,Moderate,No,No,sometimes,High,Standard,Suburban,High,High,Moderate,Law,89,PASS
male,20,group E,'bachelor''s degree',married,sometimes,standard,3,Public,completed,Moderate,3,Night,Bad,No,No,No,No,No,No,High,No,High,1,Yes,High,6,High,No,No,regulary,Law,Experimental,Urban,Law,Law,Law,High,91,PASS
male,18,group E,some college,single,regularly,standard,5,Public,completed,Moderate,2,Anytime,Good,Moderate,Yes,No,High,High,No,No,No,High,1,Yes,High,7,High,Yes,No,regulary,Law,Experimental,Rural,Moderate,Moderate,Moderate,Law,88,PASS
female,22,group C,'master''s degree',married,sometimes,standard,5,Non-Public,completed,No,4,Anytime,Good,No,Yes,High,Moderate,High,High,High,Yes,No,1,No,Moderate,7,Low,Yes,No,sometimes,Law,Experimental,Suburban,Moderate,High,Moderate,Moderate,68,PASS
male,23,group C,some high school,married,regularly,standard,5,Non-Public,none,No,4,Night,Fabulous,High,Yes,No,Moderate,No,High,High,Yes,High,2,Yes,Moderate,4,Moderate,No,No,regulary,High,Experimental,Suburban,Moderate,Moderate,High,High,59,FAIL
female,22,group D,high school,divorced,regularly,standard,1,Public,completed,Moderate,3,Morning,Bad,Moderate,No,Moderate,Moderate,No,Moderate,High,Yes,High,2,Yes,High,7,Moderate,Yes,Yes,sometimes,High,Standard,Urban,Law,Moderate,High,High,64,PASS
female,18,group D,some high school,single,sometimes,standard,3,Non-Public,none,No,5,Night,Good,No,Yes,Moderate,Moderate,No,High,High,No,High,0,Yes,High,5,High,Yes,Yes,never,Law,Experimental,Rural,Law,Moderate,High,Law,30,FAIL
male,21,group D,some high school,married,sometimes,standard,3,Public,none,Moderate,3,Anytime,Bad,High,No,No,Moderate,No,High,High,Yes,Moderate,2,Yes,High,4,Moderate,Yes,Yes,never,High,Standard,Urban,Law,Law,High,High,68,PASS
male,22,group D,'associate''s degree',married,regularly,free/reduced,4,Public,completed,No,2,Morning,Fabulous,Moderate,No,Moderate,No,Moderate,Moderate,No,Yes,Moderate,2,No,High,6,Moderate,Yes,No,sometimes,High,Experimental,Rural,Law,High,Law,Law,56,FAIL
male,21,group C,high school,married,never,standard,2,Non-Public,none,No,3,Night,Bad,No,No,Moderate,High,No,No,High,Yes,Moderate,1,No,No,6,Moderate,No,Yes,regulary,High,Standard,Suburban,Moderate,High,Moderate,Moderate,62,PASS
female,22,group E,high school,married,regularly,standard,3,Non-Public,none,Moderate,5,Night,Good,High,Yes,Moderate,High,No,No,High,No,High,0,No,High,4,High,No,Yes,sometimes,High,Standard,Suburban,Law,Law,Law,Law,87,PASS
female,24,group D,'associate''s degree',divorced,regularly,free/reduced,3,Non-Public,none,Moderate,2,Morning,Good,Moderate,Yes,Moderate,Moderate,High,Moderate,Moderate,Yes,High,1,No,High,5,Low,No,Yes,sometimes,High,Experimental,Urban,Law,Moderate,Law,Law,65,PASS
male,24,group D,'associate''s degree',married,sometimes,standard,5,Public,none,Moderate,2,Night,Fabulous,Moderate,No,High,No,Moderate,No,No,No,High,0,No,Moderate,5,Moderate,No,No,regulary,Law,Experimental,Suburban,Law,High,High,Moderate,94,PASS
female,20,group A,some college,divorced,never,standard,2,Public,none,Moderate,2,Anytime,Fabulous,High,Yes,No,No,High,No,No,Yes,High,0,No,Moderate,6,Moderate,No,Yes,regulary,High,Experimental,Rural,High,Law,Moderate,High,63,PASS
female,22,group E,some high school,married,regularly,standard,2,Public,none,Moderate,2,Anytime,Fabulous,No,No,High,Moderate,Moderate,No,High,Yes,High,1,Yes,High,5,Low,Yes,No,regulary,High,Standard,Urban,Moderate,Moderate,Moderate,High,93,PASS
male,23,group C,'associate''s degree',single,sometimes,free/reduced,1,Public,completed,High,5,Anytime,Bad,High,No,No,Moderate,Moderate,Moderate,High,No,Moderate,0,No,Moderate,7,Moderate,No,Yes,regulary,High,Experimental,Suburban,Moderate,Moderate,Law,High,59,FAIL
male,24,group E,high school,divorced,sometimes,free/reduced,3,Public,none,Moderate,3,Anytime,Good,Moderate,No,No,No,Moderate,No,Moderate,No,High,2,Yes,No,5,Low,Yes,No,sometimes,Law,Standard,Urban,Law,High,Law,High,53,FAIL
female,18,group D,'associate''s degree',married,regularly,standard,1,Non-Public,none,Moderate,4,Night,Fabulous,Moderate,Yes,No,No,No,No,High,Yes,High,2,No,High,7,Low,No,No,sometimes,High,Experimental,Rural,Law,Law,Law,Moderate,84,PASS
female,19,group C,'master''s degree',divorced,sometimes,standard,2,Non-Public,completed,High,2,Morning,Fabulous,High,Yes,No,Moderate,No,No,High,Yes,Moderate,0,No,Moderate,4,High,Yes,No,sometimes,High,Experimental,Rural,Moderate,Moderate,Law,High,85,PASS
female,21,group C,'associate''s degree',married,regularly,free/reduced,2,Public,completed,Moderate,4,Night,Bad,Moderate,No,High,Moderate,High,Moderate,No,No,High,0,Yes,Moderate,6,Low,No,No,sometimes,High,Experimental,Urban,High,Moderate,High,High,89,PASS
female,18,group A,high school,divorced,sometimes,free/reduced,3,Non-Public,none,No,2,Anytime,Good,Moderate,No,Moderate,High,No,Moderate,Moderate,Yes,High,1,No,High,7,Low,Yes,Yes,never,High,Experimental,Rural,High,Law,Moderate,Moderate,43,FAIL
male,23,group D,some high school,married,sometimes,free/reduced,4,Public,none,No,2,Anytime,Good,High,Yes,Moderate,High,Moderate,Moderate,Moderate,Yes,High,0,No,High,6,Moderate,No,Yes,regulary,High,Standard,Suburban,Law,Law,Law,Moderate,47,FAIL
female,21,group B,some college,married,sometimes,standard,1,Non-Public,completed,No,4,Night,Fabulous,High,No,High,Moderate,No,High,Moderate,Yes,High,2,Yes,Moderate,7,High,Yes,No,never,High,Experimental,Urban,Moderate,Law,High,Moderate,53,FAIL
male,22,group E,'associate''s degree',married,sometimes,standard,3,Public,none,No,4,Night,Fabulous,No,No,No,High,High,Moderate,No,Yes,High,0,Yes,Moderate,6,Low,No,No,regulary,Law,Standard,Urban,High,Moderate,High,Moderate,72,PASS
male,24,group D,some high school,single,sometimes,free/reduced,5,Public,completed,No,5,Anytime,Fabulous,High,No,No,Moderate,No,Moderate,Moderate,Yes,Moderate,2,Yes,Moderate,6,Moderate,Yes,Yes,never,Law,Experimental,Suburban,High,High,High,High,51,FAIL
male,20,group C,'associate''s degree',married,sometimes,free/reduced,1,Public,none,No,4,Morning,Bad,No,Yes,Moderate,Moderate,High,Moderate,Moderate,No,High,2,No,Moderate,7,Moderate,No,Yes,regulary,Law,Experimental,Suburban,Law,Moderate,Law,Moderate,75,PASS
female,22,group D,'associate''s degree',divorced,sometimes,free/reduced,4,Non-Public,none,No,3,Morning,Fabulous,Moderate,Yes,No,Moderate,High,High,High,Yes,High,1,Yes,No,5,Low,No,Yes,never,Law,Standard,Suburban,Law,Moderate,Law,High,54,FAIL
female,23,group C,'associate''s degree',married,never,free/reduced,2,Public,none,No,5,Night,Fabulous,Moderate,No,Moderate,High,High,No,Moderate,Yes,No,0,No,High,4,Low,Yes,No,sometimes,Law,Experimental,Urban,Moderate,Moderate,Law,Moderate,29,FAIL
female,22,group D,some high school,married,sometimes,standard,2,Public,none,No,2,Morning,Bad,High,No,Moderate,High,Moderate,Moderate,High,Yes,Moderate,1,Yes,No,4,Low,Yes,No,regulary,Law,Experimental,Suburban,High,Moderate,Law,Moderate,89,PASS
female,24,group E,some college,married,sometimes,standard,2,Public,completed,No,3,Night,Bad,High,Yes,No,Moderate,Moderate,No,Moderate,No,High,1,Yes,High,6,Moderate,Yes,Yes,regulary,High,Standard,Urban,High,Moderate,High,High,88,PASS
female,23,group D,some high school,divorced,sometimes,free/reduced,5,Non-Public,completed,Moderate,2,Anytime,Good,Moderate,No,No,Moderate,High,High,Moderate,Yes,Moderate,2,Yes,Moderate,5,Low,Yes,No,sometimes,High,Experimental,Rural,High,Law,Law,Law,73,PASS
male,21,group B,high school,divorced,sometimes,free/reduced,5,Public,none,No,3,Morning,Good,High,No,Moderate,No,High,Moderate,High,Yes,High,0,No,Moderate,7,Low,Yes,No,regulary,High,Experimental,Suburban,Law,High,High,High,57,FAIL
female,21,group B,some college,single,sometimes,free/reduced,3,Non-Public,completed,Moderate,4,Morning,Fabulous,High,No,High,High,Moderate,High,High,No,High,2,Yes,High,6,Low,No,Yes,regulary,Law,Experimental,Suburban,Law,Moderate,High,Law,79,PASS
female,20,group B,high school,married,regularly,standard,4,Public,completed,No,3,Anytime,Bad,No,Yes,High,High,Moderate,High,High,No,High,1,No,High,6,Moderate,Yes,No,sometimes,Law,Standard,Suburban,High,Law,Moderate,High,64,PASS
female,19,group E,some college,single,sometimes,free/reduced,1,Non-Public,none,Moderate,4,Anytime,Fabulous,Moderate,Yes,High,No,High,Moderate,Moderate,Yes,Moderate,2,No,No,5,High,No,Yes,regulary,High,Experimental,Rural,Law,High,High,Moderate,52,FAIL
male,23,group D,'master''s degree',married,sometimes,free/reduced,5,Non-Public,completed,No,2,Morning,Good,No,Yes,Moderate,No,No,Moderate,No,No,Moderate,0,Yes,No,4,Moderate,No,Yes,regulary,High,Experimental,Urban,Law,High,Law,High,69,PASS
male,23,group C,'bachelor''s degree',married,sometimes,free/reduced,2,Public,completed,Moderate,4,Night,Fabulous,Moderate,Yes,No,High,Moderate,High,Moderate,No,High,0,No,Moderate,6,Moderate,No,No,regulary,Law,Experimental,Suburban,High,High,Law,Law,59,FAIL
female,24,group C,'associate''s degree',married,sometimes,free/reduced,2,Non-Public,completed,No,3,Anytime,Fabulous,Moderate,No,High,No,High,Moderate,High,Yes,Moderate,1,Yes,High,4,High,Yes,No,sometimes,High,Experimental,Urban,Law,High,Law,High,51,FAIL
